imgnum;imgpath;crop;code_x;key;Species;EPPO_map;Organisme;code_y;Notes;train_test_set;code;date;hour;artist;day_obs_count;subid
Ipt00200;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00200.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:34:37;nan;23;Pomme de terre_0_Saines
Ipt00201;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00201.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:34:39;nan;23;Pomme de terre_0_Saines
Ipt00203;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00203.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:34:42;nan;23;Pomme de terre_0_Saines
Ipt00204;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00204.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:34:43;nan;23;Pomme de terre_0_Saines
Ipt00205;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00205.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:34:45;nan;23;Pomme de terre_0_Saines
Ipt00206;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00206.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:34:46;nan;23;Pomme de terre_0_Saines
Ipt00207;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00207.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:34:48;nan;23;Pomme de terre_0_Saines
Ipt00211;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00211.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:35:15;nan;23;Pomme de terre_0_Saines
Ipt00212;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00212.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:35:17;nan;23;Pomme de terre_0_Saines
Ipt00213;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00213.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:35:19;nan;23;Pomme de terre_0_Saines
Ipt00216;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00216.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:35:58;nan;23;Pomme de terre_0_Saines
Ipt00217;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00217.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:36:01;nan;23;Pomme de terre_0_Saines
Ipt00218;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00218.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:36:10;nan;23;Pomme de terre_0_Saines
Ipt00219;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00219.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:36:13;nan;23;Pomme de terre_0_Saines
Ipt00220;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00220.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:36:17;nan;23;Pomme de terre_0_Saines
Ipt00233;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00233.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:37:28;nan;23;Pomme de terre_0_Saines
Ipt00234;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00234.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:37:30;nan;23;Pomme de terre_0_Saines
Ipt00235;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00235.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:37:32;nan;23;Pomme de terre_0_Saines
Ipt00237;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00237.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:37:39;nan;23;Pomme de terre_0_Saines
Ipt00238;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00238.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:37:41;nan;23;Pomme de terre_0_Saines
Ipt00239;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00239.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:37:55;nan;23;Pomme de terre_0_Saines
Ipt00240;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00240.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:37:57;nan;23;Pomme de terre_0_Saines
Ipt00241;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00241.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:37:58;nan;23;Pomme de terre_0_Saines
Ipt00242;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00242.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:38:00;nan;23;Pomme de terre_0_Saines
Ipt00246;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00246.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:38:17;nan;23;Pomme de terre_0_Saines
Ipt00247;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00247.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:38:19;nan;23;Pomme de terre_0_Saines
Ipt00248;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00248.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:38:21;nan;23;Pomme de terre_0_Saines
Ipt00250;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00250.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:38:41;nan;23;Pomme de terre_0_Saines
Ipt00251;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00251.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:38:44;nan;23;Pomme de terre_0_Saines
Ipt00252;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00252.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:38:59;nan;23;Pomme de terre_0_Saines
Ipt00253;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00253.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:10;nan;23;Pomme de terre_0_Saines
Ipt00254;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00254.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:11;nan;23;Pomme de terre_0_Saines
Ipt00255;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00255.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:13;nan;23;Pomme de terre_0_Saines
Ipt00256;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00256.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:14;nan;23;Pomme de terre_0_Saines
Ipt00257;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00257.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:38;nan;23;Pomme de terre_0_Saines
Ipt00258;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00258.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:40;nan;23;Pomme de terre_0_Saines
Ipt00259;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00259.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:41;nan;23;Pomme de terre_0_Saines
Ipt00261;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00261.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:44;nan;23;Pomme de terre_0_Saines
Ipt00262;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00262.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:48;nan;23;Pomme de terre_0_Saines
Ipt00263;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00263.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:50;nan;23;Pomme de terre_0_Saines
Ipt00264;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00264.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:51;nan;23;Pomme de terre_0_Saines
Ipt00265;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00265.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:55;nan;23;Pomme de terre_0_Saines
Ipt00266;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00266.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:39:56;nan;23;Pomme de terre_0_Saines
Ipt00272;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00272.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:40:48;nan;23;Pomme de terre_0_Saines
Ipt00273;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00273.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:40:49;nan;23;Pomme de terre_0_Saines
Ipt00274;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00274.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:40:51;nan;23;Pomme de terre_0_Saines
Ipt00275;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00275.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:40:53;nan;23;Pomme de terre_0_Saines
Ipt00276;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00276.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:41:03;nan;23;Pomme de terre_0_Saines
Ipt00277;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00277.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:41:05;nan;23;Pomme de terre_0_Saines
Ipt00278;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00278.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:41:06;nan;23;Pomme de terre_0_Saines
Ipt00279;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00279.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:41:19;nan;23;Pomme de terre_0_Saines
Ipt00280;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00280.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:41:21;nan;23;Pomme de terre_0_Saines
Ipt00283;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00283.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:47:17;nan;23;Pomme de terre_0_Saines
Ipt00284;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00284.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:47:18;nan;23;Pomme de terre_0_Saines
Ipt00285;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00285.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:47:20;nan;23;Pomme de terre_0_Saines
Ipt00286;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00286.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:47:24;nan;23;Pomme de terre_0_Saines
Ipt00287;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00287.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:47:33;nan;23;Pomme de terre_0_Saines
Ipt00289;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00289.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:47:46;nan;23;Pomme de terre_0_Saines
Ipt00290;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00290.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:47:49;nan;23;Pomme de terre_0_Saines
Ipt00291;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00291.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:47:51;nan;23;Pomme de terre_0_Saines
Ipt00292;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00292.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:48:30;nan;23;Pomme de terre_0_Saines
Ipt00293;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00293.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:48:32;nan;23;Pomme de terre_0_Saines
Ipt00302;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00302.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:49:46;nan;23;Pomme de terre_0_Saines
Ipt00303;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00303.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:49:48;nan;23;Pomme de terre_0_Saines
Ipt00304;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00304.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:49:59;nan;23;Pomme de terre_0_Saines
Ipt00305;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00305.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:50:00;nan;23;Pomme de terre_0_Saines
Ipt00306;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00306.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:50:02;nan;23;Pomme de terre_0_Saines
Ipt00308;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00308.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:50:23;nan;23;Pomme de terre_0_Saines
Ipt00309;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00309.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:50:25;nan;23;Pomme de terre_0_Saines
Ipt00310;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00310.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:50:35;nan;23;Pomme de terre_0_Saines
Ipt00311;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00311.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:11;12:50:37;nan;23;Pomme de terre_0_Saines
Ipt00344;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00344.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:55:09;nan;23;Pomme de terre_0_Saines
Ipt00345;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00345.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:55:11;nan;23;Pomme de terre_0_Saines
Ipt00352;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00352.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:55:28;nan;23;Pomme de terre_0_Saines
Ipt00353;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00353.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:55:29;nan;23;Pomme de terre_0_Saines
Ipt00355;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00355.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:55:33;nan;23;Pomme de terre_0_Saines
Ipt00391;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00391.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:57:26;nan;23;Pomme de terre_0_Saines
Ipt00392;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00392.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:57:27;nan;23;Pomme de terre_0_Saines
Ipt00394;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00394.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:57:30;nan;23;Pomme de terre_0_Saines
Ipt00395;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00395.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:57:32;nan;23;Pomme de terre_0_Saines
Ipt00414;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00414.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:59:05;nan;23;Pomme de terre_0_Saines
Ipt00415;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00415.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:59:07;nan;23;Pomme de terre_0_Saines
Ipt00416;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00416.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;12:59:09;nan;23;Pomme de terre_0_Saines
Ipt00445;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00445.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:00:42;nan;23;Pomme de terre_0_Saines
Ipt00446;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00446.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:00:43;nan;23;Pomme de terre_0_Saines
Ipt00447;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00447.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:00:46;nan;23;Pomme de terre_0_Saines
Ipt00452;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00452.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:01:09;nan;23;Pomme de terre_0_Saines
Ipt00460;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00460.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:01:37;nan;23;Pomme de terre_0_Saines
Ipt00461;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00461.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:01:38;nan;23;Pomme de terre_0_Saines
Ipt00462;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00462.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:01:40;nan;23;Pomme de terre_0_Saines
Ipt00463;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00463.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:01:42;nan;23;Pomme de terre_0_Saines
Ipt00480;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00480.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:02:36;nan;23;Pomme de terre_0_Saines
Ipt00481;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00481.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:02:37;nan;23;Pomme de terre_0_Saines
Ipt00482;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00482.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:02:39;nan;23;Pomme de terre_0_Saines
Ipt00535;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00535.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:13:05;nan;23;Pomme de terre_0_Saines
Ipt00536;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00536.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:13:07;nan;23;Pomme de terre_0_Saines
Ipt00537;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00537.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:13:08;nan;23;Pomme de terre_0_Saines
Ipt00542;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00542.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:14:26;nan;23;Pomme de terre_0_Saines
Ipt00543;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00543.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:14:28;nan;23;Pomme de terre_0_Saines
Ipt00544;../data/Bousset2_data/Images/Pomme de terre/0_Saines/Ipt00544.jpg;Pomme de terre;0_Saines;Pomme de terre_0_Saines;Pomme de terre;;;0_Saines;Asymptomatiques;train;0_Saines;2024:07:24;13:14:30;nan;23;Pomme de terre_0_Saines
