imgnum;imgpath;crop;code;train_test_set;is_PV
plant_16727;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16727.jpg;Tomato;Bacterial Spot;train;False
plant_16728;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16728.jpg;Tomato;Bacterial Spot;train;False
plant_16729;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16729.jpg;Tomato;Bacterial Spot;train;True
plant_16730;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16730.jpg;Tomato;Bacterial Spot;train;False
plant_16731;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16731.jpg;Tomato;Bacterial Spot;train;False
plant_16732;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16732.jpg;Tomato;Bacterial Spot;train;False
plant_16733;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16733.jpg;Tomato;Bacterial Spot;train;False
plant_16734;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16734.jpg;Tomato;Bacterial Spot;train;False
plant_16735;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16735.jpg;Tomato;Bacterial Spot;train;False
plant_16736;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16736.jpg;Tomato;Bacterial Spot;train;False
plant_16737;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16737.jpg;Tomato;Bacterial Spot;train;False
plant_16738;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16738.jpg;Tomato;Bacterial Spot;train;True
plant_16739;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16739.jpg;Tomato;Bacterial Spot;train;True
plant_16740;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16740.jpg;Tomato;Bacterial Spot;train;True
plant_16741;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16741.jpg;Tomato;Bacterial Spot;train;True
plant_16742;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16742.jpg;Tomato;Bacterial Spot;train;True
plant_16743;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16743.jpg;Tomato;Bacterial Spot;train;True
plant_16744;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16744.jpg;Tomato;Bacterial Spot;train;True
plant_16745;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16745.jpg;Tomato;Bacterial Spot;train;True
plant_16746;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16746.jpg;Tomato;Bacterial Spot;train;False
plant_16747;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16747.jpg;Tomato;Bacterial Spot;train;True
plant_16748;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16748.jpg;Tomato;Bacterial Spot;train;True
plant_16749;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16749.jpg;Tomato;Bacterial Spot;train;False
plant_16750;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16750.jpg;Tomato;Bacterial Spot;train;True
plant_16751;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16751.jpg;Tomato;Bacterial Spot;train;False
plant_16752;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16752.jpg;Tomato;Bacterial Spot;train;False
plant_16753;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16753.jpg;Tomato;Bacterial Spot;train;True
plant_16754;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16754.jpg;Tomato;Bacterial Spot;train;False
plant_16755;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16755.jpg;Tomato;Bacterial Spot;train;True
plant_16756;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16756.jpg;Tomato;Bacterial Spot;train;True
plant_16757;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16757.jpg;Tomato;Bacterial Spot;train;True
plant_16758;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16758.jpg;Tomato;Bacterial Spot;train;True
plant_16759;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16759.jpg;Tomato;Bacterial Spot;train;True
plant_16760;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16760.jpg;Tomato;Bacterial Spot;train;False
plant_16761;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16761.jpg;Tomato;Bacterial Spot;train;True
plant_16762;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16762.jpg;Tomato;Bacterial Spot;train;True
plant_16763;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16763.jpg;Tomato;Bacterial Spot;train;False
plant_16764;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16764.jpg;Tomato;Bacterial Spot;train;False
plant_16765;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16765.jpg;Tomato;Bacterial Spot;train;False
plant_16766;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16766.jpg;Tomato;Bacterial Spot;train;True
plant_16767;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16767.jpg;Tomato;Bacterial Spot;train;True
plant_16768;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16768.jpg;Tomato;Bacterial Spot;train;False
plant_16769;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16769.jpg;Tomato;Bacterial Spot;train;False
plant_16770;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16770.jpg;Tomato;Bacterial Spot;train;True
plant_16771;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16771.jpg;Tomato;Bacterial Spot;train;True
plant_16772;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16772.jpg;Tomato;Bacterial Spot;train;True
plant_16773;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16773.jpg;Tomato;Bacterial Spot;train;True
plant_16774;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16774.jpg;Tomato;Bacterial Spot;train;False
plant_16775;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16775.jpg;Tomato;Bacterial Spot;train;False
plant_16776;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16776.jpg;Tomato;Bacterial Spot;train;True
plant_16777;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16777.jpg;Tomato;Bacterial Spot;train;True
plant_16778;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16778.jpg;Tomato;Bacterial Spot;train;True
plant_16779;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16779.jpg;Tomato;Bacterial Spot;train;True
plant_16780;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16780.jpg;Tomato;Bacterial Spot;train;True
plant_16781;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16781.jpg;Tomato;Bacterial Spot;train;True
plant_16782;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16782.jpg;Tomato;Bacterial Spot;train;False
plant_16783;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16783.jpg;Tomato;Bacterial Spot;train;False
plant_16784;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16784.jpg;Tomato;Bacterial Spot;train;False
plant_16785;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16785.jpg;Tomato;Bacterial Spot;train;True
plant_16786;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16786.jpg;Tomato;Bacterial Spot;train;False
plant_16787;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16787.jpg;Tomato;Bacterial Spot;train;True
plant_16788;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16788.jpg;Tomato;Bacterial Spot;train;False
plant_16789;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16789.jpg;Tomato;Bacterial Spot;train;False
plant_16790;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16790.jpg;Tomato;Bacterial Spot;train;False
plant_16791;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16791.jpg;Tomato;Bacterial Spot;train;False
plant_16792;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16792.jpg;Tomato;Bacterial Spot;train;True
plant_16793;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16793.jpg;Tomato;Bacterial Spot;train;True
plant_16794;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16794.jpg;Tomato;Bacterial Spot;train;True
plant_16795;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16795.jpg;Tomato;Bacterial Spot;train;True
plant_16796;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16796.jpg;Tomato;Bacterial Spot;train;True
plant_16797;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16797.jpg;Tomato;Bacterial Spot;train;False
plant_16798;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16798.jpg;Tomato;Bacterial Spot;train;True
plant_16799;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16799.jpg;Tomato;Bacterial Spot;train;True
plant_16800;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16800.jpg;Tomato;Bacterial Spot;train;False
plant_16801;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16801.jpg;Tomato;Bacterial Spot;train;True
plant_16802;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16802.jpg;Tomato;Bacterial Spot;train;False
plant_16803;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16803.jpg;Tomato;Bacterial Spot;train;False
plant_16804;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16804.jpg;Tomato;Bacterial Spot;train;True
plant_16805;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16805.jpg;Tomato;Bacterial Spot;train;True
plant_16806;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16806.jpg;Tomato;Bacterial Spot;train;True
plant_16807;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16807.jpg;Tomato;Bacterial Spot;train;False
plant_16808;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16808.jpg;Tomato;Bacterial Spot;train;False
plant_16809;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16809.jpg;Tomato;Bacterial Spot;train;True
plant_16810;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16810.jpg;Tomato;Bacterial Spot;train;False
plant_16811;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16811.jpg;Tomato;Bacterial Spot;train;False
plant_16812;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16812.jpg;Tomato;Bacterial Spot;train;True
plant_16813;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16813.jpg;Tomato;Bacterial Spot;train;False
plant_16814;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16814.jpg;Tomato;Bacterial Spot;train;True
plant_16815;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16815.jpg;Tomato;Bacterial Spot;train;False
plant_16816;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16816.jpg;Tomato;Bacterial Spot;train;True
plant_16817;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16817.jpg;Tomato;Bacterial Spot;train;True
plant_16818;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16818.jpg;Tomato;Bacterial Spot;train;True
plant_16819;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16819.jpg;Tomato;Bacterial Spot;train;False
plant_16820;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16820.jpg;Tomato;Bacterial Spot;train;False
plant_16821;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16821.jpg;Tomato;Bacterial Spot;train;True
plant_16822;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16822.jpg;Tomato;Bacterial Spot;train;False
plant_16823;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16823.jpg;Tomato;Bacterial Spot;train;True
plant_16824;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16824.jpg;Tomato;Bacterial Spot;train;True
plant_16825;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16825.jpg;Tomato;Bacterial Spot;train;False
plant_16826;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16826.jpg;Tomato;Bacterial Spot;train;True
plant_16827;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16827.jpg;Tomato;Bacterial Spot;train;False
plant_16828;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16828.jpg;Tomato;Bacterial Spot;train;True
plant_16829;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16829.jpg;Tomato;Bacterial Spot;train;False
plant_16830;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16830.jpg;Tomato;Bacterial Spot;train;False
plant_16831;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16831.jpg;Tomato;Bacterial Spot;train;True
plant_16832;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16832.jpg;Tomato;Bacterial Spot;train;False
plant_16833;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16833.jpg;Tomato;Bacterial Spot;train;True
plant_16834;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16834.jpg;Tomato;Bacterial Spot;train;False
plant_16835;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16835.jpg;Tomato;Bacterial Spot;train;True
plant_16836;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16836.jpg;Tomato;Bacterial Spot;train;False
plant_16837;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16837.jpg;Tomato;Bacterial Spot;train;True
plant_16838;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16838.jpg;Tomato;Bacterial Spot;train;False
plant_16839;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16839.jpg;Tomato;Bacterial Spot;train;True
plant_16840;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16840.jpg;Tomato;Bacterial Spot;train;True
plant_16841;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16841.jpg;Tomato;Bacterial Spot;train;True
plant_16842;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16842.jpg;Tomato;Bacterial Spot;train;True
plant_16843;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16843.jpg;Tomato;Bacterial Spot;train;True
plant_16844;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16844.jpg;Tomato;Bacterial Spot;train;True
plant_16845;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16845.jpg;Tomato;Bacterial Spot;train;True
plant_16846;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16846.jpg;Tomato;Bacterial Spot;train;True
plant_16847;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16847.jpg;Tomato;Bacterial Spot;train;False
plant_16848;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16848.jpg;Tomato;Bacterial Spot;train;True
plant_16849;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16849.jpg;Tomato;Bacterial Spot;train;True
plant_16850;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16850.jpg;Tomato;Bacterial Spot;train;False
plant_16851;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16851.jpg;Tomato;Bacterial Spot;train;True
plant_16852;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16852.jpg;Tomato;Bacterial Spot;train;True
plant_16853;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16853.jpg;Tomato;Bacterial Spot;train;True
plant_16854;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16854.jpg;Tomato;Bacterial Spot;train;False
plant_16855;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16855.jpg;Tomato;Bacterial Spot;train;False
plant_16856;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16856.jpg;Tomato;Bacterial Spot;train;False
plant_16857;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16857.jpg;Tomato;Bacterial Spot;train;True
plant_16858;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16858.jpg;Tomato;Bacterial Spot;train;True
plant_16859;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16859.jpg;Tomato;Bacterial Spot;train;False
plant_16860;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16860.jpg;Tomato;Bacterial Spot;train;True
plant_16861;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16861.jpg;Tomato;Bacterial Spot;train;True
plant_16862;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16862.jpg;Tomato;Bacterial Spot;train;True
plant_16863;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16863.jpg;Tomato;Bacterial Spot;train;True
plant_16864;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16864.jpg;Tomato;Bacterial Spot;train;True
plant_16865;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16865.jpg;Tomato;Bacterial Spot;train;False
plant_16866;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16866.jpg;Tomato;Bacterial Spot;train;True
plant_16867;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16867.jpg;Tomato;Bacterial Spot;train;True
plant_16868;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16868.jpg;Tomato;Bacterial Spot;train;False
plant_16869;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16869.jpg;Tomato;Bacterial Spot;train;True
plant_16870;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16870.jpg;Tomato;Bacterial Spot;train;False
plant_16871;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16871.jpg;Tomato;Bacterial Spot;train;True
plant_16872;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16872.jpg;Tomato;Bacterial Spot;train;False
plant_16873;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16873.jpg;Tomato;Bacterial Spot;train;True
plant_16874;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16874.jpg;Tomato;Bacterial Spot;train;False
plant_16875;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16875.jpg;Tomato;Bacterial Spot;train;True
plant_16876;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16876.jpg;Tomato;Bacterial Spot;train;True
plant_16877;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16877.jpg;Tomato;Bacterial Spot;train;False
plant_16878;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16878.jpg;Tomato;Bacterial Spot;train;False
plant_16879;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16879.jpg;Tomato;Bacterial Spot;train;False
plant_16880;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16880.jpg;Tomato;Bacterial Spot;train;True
plant_16881;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16881.jpg;Tomato;Bacterial Spot;train;True
plant_16882;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16882.jpg;Tomato;Bacterial Spot;train;False
plant_16883;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16883.jpg;Tomato;Bacterial Spot;train;True
plant_16884;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16884.jpg;Tomato;Bacterial Spot;train;False
plant_16885;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16885.jpg;Tomato;Bacterial Spot;train;False
plant_16886;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16886.jpg;Tomato;Bacterial Spot;train;True
plant_16887;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16887.jpg;Tomato;Bacterial Spot;train;True
plant_16888;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16888.jpg;Tomato;Bacterial Spot;train;True
plant_16889;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16889.jpg;Tomato;Bacterial Spot;train;True
plant_16890;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16890.jpg;Tomato;Bacterial Spot;train;False
plant_16891;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16891.jpg;Tomato;Bacterial Spot;train;True
plant_16892;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16892.jpg;Tomato;Bacterial Spot;train;True
plant_16893;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16893.jpg;Tomato;Bacterial Spot;train;True
plant_16894;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16894.jpg;Tomato;Bacterial Spot;train;True
plant_16895;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16895.jpg;Tomato;Bacterial Spot;train;True
plant_16896;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16896.jpg;Tomato;Bacterial Spot;train;True
plant_16897;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16897.jpg;Tomato;Bacterial Spot;train;True
plant_16898;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16898.jpg;Tomato;Bacterial Spot;train;True
plant_16899;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16899.jpg;Tomato;Bacterial Spot;train;False
plant_16900;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16900.jpg;Tomato;Bacterial Spot;train;False
plant_16901;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16901.jpg;Tomato;Bacterial Spot;train;False
plant_16902;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16902.jpg;Tomato;Bacterial Spot;train;False
plant_16903;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16903.jpg;Tomato;Bacterial Spot;train;False
plant_16904;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16904.jpg;Tomato;Bacterial Spot;train;True
plant_16905;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16905.jpg;Tomato;Bacterial Spot;train;False
plant_16906;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16906.jpg;Tomato;Bacterial Spot;train;True
plant_16907;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16907.jpg;Tomato;Bacterial Spot;train;False
plant_16908;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16908.jpg;Tomato;Bacterial Spot;train;False
plant_16909;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16909.jpg;Tomato;Bacterial Spot;train;True
plant_16910;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16910.jpg;Tomato;Bacterial Spot;train;False
plant_16911;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16911.jpg;Tomato;Bacterial Spot;train;False
plant_16912;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16912.jpg;Tomato;Bacterial Spot;train;True
plant_16913;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16913.jpg;Tomato;Bacterial Spot;train;False
plant_16914;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16914.jpg;Tomato;Bacterial Spot;train;True
plant_16915;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16915.jpg;Tomato;Bacterial Spot;train;True
plant_16916;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16916.jpg;Tomato;Bacterial Spot;train;True
plant_16917;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16917.jpg;Tomato;Bacterial Spot;train;False
plant_16918;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16918.jpg;Tomato;Bacterial Spot;train;False
plant_16919;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16919.jpg;Tomato;Bacterial Spot;train;False
plant_16920;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16920.jpg;Tomato;Bacterial Spot;train;False
plant_16921;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16921.jpg;Tomato;Bacterial Spot;train;True
plant_16922;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16922.jpg;Tomato;Bacterial Spot;train;True
plant_16923;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16923.jpg;Tomato;Bacterial Spot;train;True
plant_16924;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16924.jpg;Tomato;Bacterial Spot;train;True
plant_16925;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16925.jpg;Tomato;Bacterial Spot;train;True
plant_16926;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16926.jpg;Tomato;Bacterial Spot;train;True
plant_16927;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16927.jpg;Tomato;Bacterial Spot;train;False
plant_16928;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16928.jpg;Tomato;Bacterial Spot;train;False
plant_16929;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16929.jpg;Tomato;Bacterial Spot;train;True
plant_16930;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16930.jpg;Tomato;Bacterial Spot;train;True
plant_16931;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16931.jpg;Tomato;Bacterial Spot;train;True
plant_16932;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16932.jpg;Tomato;Bacterial Spot;train;True
plant_16933;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16933.jpg;Tomato;Bacterial Spot;train;True
plant_16934;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16934.jpg;Tomato;Bacterial Spot;train;True
plant_16935;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16935.jpg;Tomato;Bacterial Spot;train;True
plant_16936;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16936.jpg;Tomato;Bacterial Spot;train;True
plant_16937;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16937.jpg;Tomato;Bacterial Spot;train;True
plant_16938;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16938.jpg;Tomato;Bacterial Spot;train;True
plant_16939;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16939.jpg;Tomato;Bacterial Spot;train;True
plant_16940;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16940.jpg;Tomato;Bacterial Spot;train;True
plant_16941;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16941.jpg;Tomato;Bacterial Spot;train;True
plant_16942;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16942.jpg;Tomato;Bacterial Spot;train;True
plant_16943;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16943.jpg;Tomato;Bacterial Spot;train;False
plant_16944;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16944.jpg;Tomato;Bacterial Spot;train;True
plant_16945;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16945.jpg;Tomato;Bacterial Spot;train;True
plant_16946;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16946.jpg;Tomato;Bacterial Spot;train;True
plant_16947;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16947.jpg;Tomato;Bacterial Spot;train;False
plant_16948;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16948.jpg;Tomato;Bacterial Spot;train;True
plant_16949;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16949.jpg;Tomato;Bacterial Spot;train;True
plant_16950;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16950.jpg;Tomato;Bacterial Spot;train;True
plant_16951;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16951.jpg;Tomato;Bacterial Spot;train;True
plant_16952;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16952.jpg;Tomato;Bacterial Spot;train;True
plant_16953;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16953.jpg;Tomato;Bacterial Spot;train;True
plant_16954;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16954.jpg;Tomato;Bacterial Spot;train;False
plant_16955;../data/CDDM_data/Images/Tomato,Bacterial Spot/plant_16955.jpg;Tomato;Bacterial Spot;train;True
