imgnum;imgpath;code;cause;type;organisme;confirmed;train_test_set;date;hour;artist;day_obs_count;subid
Idf07367;../data/Bousset_data/Images/Mil/Idf07367.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:56:54;nan;6;Hyaloperonospora parasitica
Idf07368;../data/Bousset_data/Images/Mil/Idf07368.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:56:56;nan;6;Hyaloperonospora parasitica
Idf07369;../data/Bousset_data/Images/Mil/Idf07369.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:56:59;nan;6;Hyaloperonospora parasitica
Idf07371;../data/Bousset_data/Images/Mil/Idf07371.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:57:04;nan;6;Hyaloperonospora parasitica
Idf07373;../data/Bousset_data/Images/Mil/Idf07373.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:57:26;nan;6;Hyaloperonospora parasitica
Idf07376;../data/Bousset_data/Images/Mil/Idf07376.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:58:05;nan;6;Hyaloperonospora parasitica
Idf07377;../data/Bousset_data/Images/Mil/Idf07377.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:58:11;nan;6;Hyaloperonospora parasitica
Idf07380;../data/Bousset_data/Images/Mil/Idf07380.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:58:18;nan;6;Hyaloperonospora parasitica
Idf07381;../data/Bousset_data/Images/Mil/Idf07381.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:58:20;nan;6;Hyaloperonospora parasitica
Idf07382;../data/Bousset_data/Images/Mil/Idf07382.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:58:23;nan;6;Hyaloperonospora parasitica
Idf07383;../data/Bousset_data/Images/Mil/Idf07383.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:58:25;nan;6;Hyaloperonospora parasitica
Idf07388;../data/Bousset_data/Images/Mil/Idf07388.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;11:58:43;nan;6;Hyaloperonospora parasitica
Idf07401;../data/Bousset_data/Images/Mil/Idf07401.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;12:00:21;nan;6;Hyaloperonospora parasitica
Idf07402;../data/Bousset_data/Images/Mil/Idf07402.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;12:00:23;nan;6;Hyaloperonospora parasitica
Idf07403;../data/Bousset_data/Images/Mil/Idf07403.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;12:00:29;nan;6;Hyaloperonospora parasitica
Idf07404;../data/Bousset_data/Images/Mil/Idf07404.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;12:00:34;nan;6;Hyaloperonospora parasitica
Idf07407;../data/Bousset_data/Images/Mil/Idf07407.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:12;12:00:47;nan;6;Hyaloperonospora parasitica
Idf07413;../data/VAULT/Bousset_data/Images/Mil/Idf07413.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:16:09;nan;6;Hyaloperonospora parasitica
Idf07415;../data/VAULT/Bousset_data/Images/Mil/Idf07415.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:17:55;nan;6;Hyaloperonospora parasitica
Idf07417;../data/VAULT/Bousset_data/Images/Mil/Idf07417.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:21:53;nan;6;Hyaloperonospora parasitica
Idf07418;../data/VAULT/Bousset_data/Images/Mil/Idf07418.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:21:58;nan;6;Hyaloperonospora parasitica
Idf07420;../data/VAULT/Bousset_data/Images/Mil/Idf07420.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:22:48;nan;6;Hyaloperonospora parasitica
Idf07421;../data/VAULT/Bousset_data/Images/Mil/Idf07421.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:22:53;nan;6;Hyaloperonospora parasitica
Idf07422;../data/VAULT/Bousset_data/Images/Mil/Idf07422.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:33:22;nan;6;Hyaloperonospora parasitica
Idf07423;../data/VAULT/Bousset_data/Images/Mil/Idf07423.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:33:25;nan;6;Hyaloperonospora parasitica
Idf07424;../data/VAULT/Bousset_data/Images/Mil/Idf07424.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:33:30;nan;6;Hyaloperonospora parasitica
Idf07435;../data/VAULT/Bousset_data/Images/Mil/Idf07435.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;11:59:44;nan;6;Hyaloperonospora parasitica
Idf07449;../data/VAULT/Bousset_data/Images/Mil/Idf07449.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:01:25;nan;6;Hyaloperonospora parasitica
Idf07450;../data/VAULT/Bousset_data/Images/Mil/Idf07450.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:01:34;nan;6;Hyaloperonospora parasitica
Idf07451;../data/VAULT/Bousset_data/Images/Mil/Idf07451.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:01:58;nan;6;Hyaloperonospora parasitica
Idf07456;../data/VAULT/Bousset_data/Images/Mil/Idf07456.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:03:18;nan;6;Hyaloperonospora parasitica
Idf07457;../data/VAULT/Bousset_data/Images/Mil/Idf07457.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:03:24;nan;6;Hyaloperonospora parasitica
Idf07458;../data/VAULT/Bousset_data/Images/Mil/Idf07458.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:03:27;nan;6;Hyaloperonospora parasitica
Idf07460;../data/VAULT/Bousset_data/Images/Mil/Idf07460.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:03:36;nan;6;Hyaloperonospora parasitica
Idf07461;../data/VAULT/Bousset_data/Images/Mil/Idf07461.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:03:41;nan;6;Hyaloperonospora parasitica
Idf07463;../data/VAULT/Bousset_data/Images/Mil/Idf07463.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:03:58;nan;6;Hyaloperonospora parasitica
Idf07467;../data/VAULT/Bousset_data/Images/Mil/Idf07467.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:04:34;nan;6;Hyaloperonospora parasitica
Idf07468;../data/VAULT/Bousset_data/Images/Mil/Idf07468.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:04:38;nan;6;Hyaloperonospora parasitica
Idf07469;../data/VAULT/Bousset_data/Images/Mil/Idf07469.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:04:45;nan;6;Hyaloperonospora parasitica
Idf07470;../data/VAULT/Bousset_data/Images/Mil/Idf07470.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:04:54;nan;6;Hyaloperonospora parasitica
Idf07471;../data/VAULT/Bousset_data/Images/Mil/Idf07471.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:05:00;nan;6;Hyaloperonospora parasitica
Idf07478;../data/VAULT/Bousset_data/Images/Mil/Idf07478.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:05:24;nan;6;Hyaloperonospora parasitica
Idf07484;../data/VAULT/Bousset_data/Images/Mil/Idf07484.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;vault;2023:09:14;12:06:17;nan;6;Hyaloperonospora parasitica
Idf07490;../data/Bousset_data/Images/Mil/Idf07490.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:03:55;nan;6;Hyaloperonospora parasitica
Idf07492;../data/Bousset_data/Images/Mil/Idf07492.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:04:02;nan;6;Hyaloperonospora parasitica
Idf07493;../data/Bousset_data/Images/Mil/Idf07493.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:04:09;nan;6;Hyaloperonospora parasitica
Idf07495;../data/Bousset_data/Images/Mil/Idf07495.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:04:15;nan;6;Hyaloperonospora parasitica
Idf07496;../data/Bousset_data/Images/Mil/Idf07496.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:04:19;nan;6;Hyaloperonospora parasitica
Idf07497;../data/Bousset_data/Images/Mil/Idf07497.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:04:22;nan;6;Hyaloperonospora parasitica
Idf07498;../data/Bousset_data/Images/Mil/Idf07498.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:04:28;nan;6;Hyaloperonospora parasitica
Idf07504;../data/Bousset_data/Images/Mil/Idf07504.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:05:03;nan;6;Hyaloperonospora parasitica
Idf07505;../data/Bousset_data/Images/Mil/Idf07505.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:05:06;nan;6;Hyaloperonospora parasitica
Idf07506;../data/Bousset_data/Images/Mil/Idf07506.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:05:11;nan;6;Hyaloperonospora parasitica
Idf07507;../data/Bousset_data/Images/Mil/Idf07507.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:05:13;nan;6;Hyaloperonospora parasitica
Idf07508;../data/Bousset_data/Images/Mil/Idf07508.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:05:19;nan;6;Hyaloperonospora parasitica
Idf07509;../data/Bousset_data/Images/Mil/Idf07509.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:05:21;nan;6;Hyaloperonospora parasitica
Idf07510;../data/Bousset_data/Images/Mil/Idf07510.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:05:26;nan;6;Hyaloperonospora parasitica
Idf07513;../data/Bousset_data/Images/Mil/Idf07513.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:05:41;nan;6;Hyaloperonospora parasitica
Idf07516;../data/Bousset_data/Images/Mil/Idf07516.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:06:10;nan;6;Hyaloperonospora parasitica
Idf07518;../data/Bousset_data/Images/Mil/Idf07518.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:06:17;nan;6;Hyaloperonospora parasitica
Idf07520;../data/Bousset_data/Images/Mil/Idf07520.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:06:36;nan;6;Hyaloperonospora parasitica
Idf07522;../data/Bousset_data/Images/Mil/Idf07522.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:06:59;nan;6;Hyaloperonospora parasitica
Idf07523;../data/Bousset_data/Images/Mil/Idf07523.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:07:04;nan;6;Hyaloperonospora parasitica
Idf07524;../data/Bousset_data/Images/Mil/Idf07524.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:07:14;nan;6;Hyaloperonospora parasitica
Idf07525;../data/Bousset_data/Images/Mil/Idf07525.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:07:20;nan;6;Hyaloperonospora parasitica
Idf07526;../data/Bousset_data/Images/Mil/Idf07526.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:07:47;nan;6;Hyaloperonospora parasitica
Idf07527;../data/Bousset_data/Images/Mil/Idf07527.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:07:57;nan;6;Hyaloperonospora parasitica
Idf07528;../data/Bousset_data/Images/Mil/Idf07528.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:08:08;nan;6;Hyaloperonospora parasitica
Idf07530;../data/Bousset_data/Images/Mil/Idf07530.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:08:34;nan;6;Hyaloperonospora parasitica
Idf07533;../data/Bousset_data/Images/Mil/Idf07533.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:08:57;nan;6;Hyaloperonospora parasitica
Idf07534;../data/Bousset_data/Images/Mil/Idf07534.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:08:59;nan;6;Hyaloperonospora parasitica
Idf07536;../data/Bousset_data/Images/Mil/Idf07536.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:09:15;nan;6;Hyaloperonospora parasitica
Idf07538;../data/Bousset_data/Images/Mil/Idf07538.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:09:36;nan;6;Hyaloperonospora parasitica
Idf07539;../data/Bousset_data/Images/Mil/Idf07539.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:09:38;nan;6;Hyaloperonospora parasitica
Idf07540;../data/Bousset_data/Images/Mil/Idf07540.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:09:48;nan;6;Hyaloperonospora parasitica
Idf07542;../data/Bousset_data/Images/Mil/Idf07542.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:10:03;nan;6;Hyaloperonospora parasitica
Idf07543;../data/Bousset_data/Images/Mil/Idf07543.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:10:08;nan;6;Hyaloperonospora parasitica
Idf07549;../data/Bousset_data/Images/Mil/Idf07549.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:11:53;nan;6;Hyaloperonospora parasitica
Idf07550;../data/Bousset_data/Images/Mil/Idf07550.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:11:55;nan;6;Hyaloperonospora parasitica
Idf07551;../data/Bousset_data/Images/Mil/Idf07551.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:11:57;nan;6;Hyaloperonospora parasitica
Idf07552;../data/Bousset_data/Images/Mil/Idf07552.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:12:04;nan;6;Hyaloperonospora parasitica
Idf07553;../data/Bousset_data/Images/Mil/Idf07553.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:12:07;nan;6;Hyaloperonospora parasitica
Idf07554;../data/Bousset_data/Images/Mil/Idf07554.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:12:28;nan;6;Hyaloperonospora parasitica
Idf07555;../data/Bousset_data/Images/Mil/Idf07555.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:12:33;nan;6;Hyaloperonospora parasitica
Idf07558;../data/Bousset_data/Images/Mil/Idf07558.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:12:39;nan;6;Hyaloperonospora parasitica
Idf07560;../data/Bousset_data/Images/Mil/Idf07560.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:12:57;nan;6;Hyaloperonospora parasitica
Idf07561;../data/Bousset_data/Images/Mil/Idf07561.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:13:00;nan;6;Hyaloperonospora parasitica
Idf07562;../data/Bousset_data/Images/Mil/Idf07562.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:13:02;nan;6;Hyaloperonospora parasitica
Idf07563;../data/Bousset_data/Images/Mil/Idf07563.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:13:16;nan;6;Hyaloperonospora parasitica
Idf07564;../data/Bousset_data/Images/Mil/Idf07564.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:13:21;nan;6;Hyaloperonospora parasitica
Idf07565;../data/Bousset_data/Images/Mil/Idf07565.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:13:28;nan;6;Hyaloperonospora parasitica
Idf07566;../data/Bousset_data/Images/Mil/Idf07566.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;15:13:37;nan;6;Hyaloperonospora parasitica
Idf07633;../data/Bousset_data/Images/Mil/Idf07633.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:56:24;nan;6;Hyaloperonospora parasitica
Idf07634;../data/Bousset_data/Images/Mil/Idf07634.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:56:26;nan;6;Hyaloperonospora parasitica
Idf07636;../data/Bousset_data/Images/Mil/Idf07636.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:56:49;nan;6;Hyaloperonospora parasitica
Idf07637;../data/Bousset_data/Images/Mil/Idf07637.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:56:58;nan;6;Hyaloperonospora parasitica
Idf07638;../data/Bousset_data/Images/Mil/Idf07638.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:08;nan;6;Hyaloperonospora parasitica
Idf07639;../data/Bousset_data/Images/Mil/Idf07639.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:11;nan;6;Hyaloperonospora parasitica
Idf07640;../data/Bousset_data/Images/Mil/Idf07640.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:24;nan;6;Hyaloperonospora parasitica
Idf07641;../data/Bousset_data/Images/Mil/Idf07641.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:26;nan;6;Hyaloperonospora parasitica
Idf07642;../data/Bousset_data/Images/Mil/Idf07642.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:29;nan;6;Hyaloperonospora parasitica
Idf07643;../data/Bousset_data/Images/Mil/Idf07643.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:32;nan;6;Hyaloperonospora parasitica
Idf07644;../data/Bousset_data/Images/Mil/Idf07644.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:34;nan;6;Hyaloperonospora parasitica
Idf07645;../data/Bousset_data/Images/Mil/Idf07645.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:44;nan;6;Hyaloperonospora parasitica
Idf07646;../data/Bousset_data/Images/Mil/Idf07646.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:57:52;nan;6;Hyaloperonospora parasitica
Idf07651;../data/Bousset_data/Images/Mil/Idf07651.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:15;nan;6;Hyaloperonospora parasitica
Idf07652;../data/Bousset_data/Images/Mil/Idf07652.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:25;nan;6;Hyaloperonospora parasitica
Idf07653;../data/Bousset_data/Images/Mil/Idf07653.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:28;nan;6;Hyaloperonospora parasitica
Idf07654;../data/Bousset_data/Images/Mil/Idf07654.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:36;nan;6;Hyaloperonospora parasitica
Idf07655;../data/Bousset_data/Images/Mil/Idf07655.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:38;nan;6;Hyaloperonospora parasitica
Idf07656;../data/Bousset_data/Images/Mil/Idf07656.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:40;nan;6;Hyaloperonospora parasitica
Idf07657;../data/Bousset_data/Images/Mil/Idf07657.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:42;nan;6;Hyaloperonospora parasitica
Idf07658;../data/Bousset_data/Images/Mil/Idf07658.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:45;nan;6;Hyaloperonospora parasitica
Idf07659;../data/Bousset_data/Images/Mil/Idf07659.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:47;nan;6;Hyaloperonospora parasitica
Idf07660;../data/Bousset_data/Images/Mil/Idf07660.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:49;nan;6;Hyaloperonospora parasitica
Idf07661;../data/Bousset_data/Images/Mil/Idf07661.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:58:51;nan;6;Hyaloperonospora parasitica
Idf07662;../data/Bousset_data/Images/Mil/Idf07662.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:59:03;nan;6;Hyaloperonospora parasitica
Idf07663;../data/Bousset_data/Images/Mil/Idf07663.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:59:14;nan;6;Hyaloperonospora parasitica
Idf07664;../data/Bousset_data/Images/Mil/Idf07664.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:59:31;nan;6;Hyaloperonospora parasitica
Idf07665;../data/Bousset_data/Images/Mil/Idf07665.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:59:44;nan;6;Hyaloperonospora parasitica
Idf07666;../data/Bousset_data/Images/Mil/Idf07666.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:59:46;nan;6;Hyaloperonospora parasitica
Idf07667;../data/Bousset_data/Images/Mil/Idf07667.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;17:59:56;nan;6;Hyaloperonospora parasitica
Idf07668;../data/Bousset_data/Images/Mil/Idf07668.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:00:10;nan;6;Hyaloperonospora parasitica
Idf07669;../data/Bousset_data/Images/Mil/Idf07669.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:00:12;nan;6;Hyaloperonospora parasitica
Idf07670;../data/Bousset_data/Images/Mil/Idf07670.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:00:25;nan;6;Hyaloperonospora parasitica
Idf07672;../data/Bousset_data/Images/Mil/Idf07672.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:00:28;nan;6;Hyaloperonospora parasitica
Idf07674;../data/Bousset_data/Images/Mil/Idf07674.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:00:34;nan;6;Hyaloperonospora parasitica
Idf07675;../data/Bousset_data/Images/Mil/Idf07675.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:00:36;nan;6;Hyaloperonospora parasitica
Idf07676;../data/Bousset_data/Images/Mil/Idf07676.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:00:49;nan;6;Hyaloperonospora parasitica
Idf07677;../data/Bousset_data/Images/Mil/Idf07677.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:00:50;nan;6;Hyaloperonospora parasitica
Idf07678;../data/Bousset_data/Images/Mil/Idf07678.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:01;nan;6;Hyaloperonospora parasitica
Idf07680;../data/Bousset_data/Images/Mil/Idf07680.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:04;nan;6;Hyaloperonospora parasitica
Idf07681;../data/Bousset_data/Images/Mil/Idf07681.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:06;nan;6;Hyaloperonospora parasitica
Idf07682;../data/Bousset_data/Images/Mil/Idf07682.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:09;nan;6;Hyaloperonospora parasitica
Idf07683;../data/Bousset_data/Images/Mil/Idf07683.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:13;nan;6;Hyaloperonospora parasitica
Idf07684;../data/Bousset_data/Images/Mil/Idf07684.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:43;nan;6;Hyaloperonospora parasitica
Idf07685;../data/Bousset_data/Images/Mil/Idf07685.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:52;nan;6;Hyaloperonospora parasitica
Idf07686;../data/Bousset_data/Images/Mil/Idf07686.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:55;nan;6;Hyaloperonospora parasitica
Idf07687;../data/Bousset_data/Images/Mil/Idf07687.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:01:57;nan;6;Hyaloperonospora parasitica
Idf07688;../data/Bousset_data/Images/Mil/Idf07688.jpg;Mil;Mildiou;Champignon;Hyaloperonospora parasitica;1;train;2023:09:19;18:02:00;nan;6;Hyaloperonospora parasitica
